iso3,m49_code,region_country_area,year,series,value,footnotes,source
MNG,496,Mongolia,2010,Population annual rate of increase (percent),1.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MNG,496,Mongolia,2010,Total fertility rate (children per women),2.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MNG,496,Mongolia,2010,"Under five mortality rate for both sexes (per 1,000 live births)",26.8,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MNG,496,Mongolia,2010,"Maternal mortality ratio (deaths per 100,000 population)",65,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
MNG,496,Mongolia,2010,Life expectancy at birth for both sexes (years),67.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MNG,496,Mongolia,2010,Life expectancy at birth for males (years),63,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MNG,496,Mongolia,2010,Life expectancy at birth for females (years),71.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MNG,496,Mongolia,2015,Population annual rate of increase (percent),2.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MNG,496,Mongolia,2015,Total fertility rate (children per women),3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MNG,496,Mongolia,2015,"Under five mortality rate for both sexes (per 1,000 live births)",19.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MNG,496,Mongolia,2015,"Maternal mortality ratio (deaths per 100,000 population)",47,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
MNG,496,Mongolia,2015,Life expectancy at birth for both sexes (years),69.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MNG,496,Mongolia,2015,Life expectancy at birth for males (years),65,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MNG,496,Mongolia,2015,Life expectancy at birth for females (years),73.8,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MNG,496,Mongolia,2020,Population annual rate of increase (percent),1.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MNG,496,Mongolia,2020,Total fertility rate (children per women),2.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MNG,496,Mongolia,2020,"Under five mortality rate for both sexes (per 1,000 live births)",15,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MNG,496,Mongolia,2020,"Maternal mortality ratio (deaths per 100,000 population)",39,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
MNG,496,Mongolia,2020,Life expectancy at birth for both sexes (years),70,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MNG,496,Mongolia,2020,Life expectancy at birth for males (years),65.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MNG,496,Mongolia,2020,Life expectancy at birth for females (years),75.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MNG,496,Mongolia,2025,Population annual rate of increase (percent),1.2,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MNG,496,Mongolia,2025,Total fertility rate (children per women),2.6,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MNG,496,Mongolia,2025,"Under five mortality rate for both sexes (per 1,000 live births)",10.6,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MNG,496,Mongolia,2025,Life expectancy at birth for both sexes (years),72.2,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MNG,496,Mongolia,2025,Life expectancy at birth for males (years),67.8,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MNG,496,Mongolia,2025,Life expectancy at birth for females (years),76.9,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
